Bill,Bill Long Title,Last Action Date,Year,Sponsor,Sponsor District,Co-Sponsor,Co-Sponsor District,Last Action,Last Activity Comments,General assembly,Session,Bill String,LR Number
SCR 11,Asks the Governor to recognize every third week in June as Diabetic Peripheral Neuropathy Week,6/17/11,2011,"Wright-Jones, Robin",205,,,Delivered to Secretary of State (G),,96,First regular,SCR 11,1266S.01T
SJR 2,Allows enabling legislation for photographic identification for voting ,5/26/11,2011,"Stouffer, Bill",221,,,Delivered to Secretary of State (G),,96,First regular,HCS#2 SJR 2,0282L.05T
SB 1,Modifies provisions relating to communications between school district employees and students ,10/21/11,2011,"Cunningham, Jane",207,,,Delivered to Secretary of State (G),,96,First extraordinary,SCS SB 1,0029S.05T
SB 7,Establishes the Missouri Science and Innovation Reinvestment Act  ,10/21/11,2011,"Mayer, Robert",225,,,Delivered to Secretary of State (G),,96,First extraordinary,SS SCS SB 7,0033S.03T
HB 1029,"Requires the Oversight Division of the Committee on Legislative Research to conduct program evaluations of state agencies, including budget transparency and accountability",7/10/12,2012,"Flanigan, Tom",127,"Allen, Sue",100,Delivered to Secretary of State (G),,96,Second regular,HB 1029,4091L.01T
HB 1036,Changes the laws regarding elections  ,7/12/12,2012,"Dugger, Tony",144,,,Delivered to Secretary of State (G),,96,Second regular,SCS HB 1036,4221S.02T
HB 1037,"Authorizes commissioners of certain road districts, upon majority vote, to be compensated up to $100 per month for their services ",7/6/12,2012,"Dugger, Tony",144,,,Delivered to Secretary of State (G),,96,Second regular,HB 1037,4220L.01T
HB 1039,Allows a retiree of the Missouri Local Government Employees' Retirement System to have his or her health insurance or long-term care insurance premium deducted from his or her retirement allowance,6/18/12,2012,"Leara, Mike",95,,,Delivered to Secretary of State (G),,96,Second regular,HB 1039,4037L.01T
HB 1042,Changes the laws regarding higher education  ,6/7/12,2012,"Thomson, Mike",4,,,Delivered to Secretary of State (G),,96,Second regular,SCS HCS HB 1042,4431S.04T
HB 1094,Changes the laws regarding electronic payments to state agencies and departments and the electronic payment of funds received by a county health center,7/5/12,2012,"Wieland, Paul",102,,,Delivered to Secretary of State (G),,96,Second regular,SS SCS HCS HB 1094,4322S.06T
HB 1103,Changes the laws regarding the maintenance of private roads and real estate appraisers and appraisal management companies ,7/12/12,2012,"Crawford, Sandy",119,"Wyatt, Zachary",2,Delivered to Secretary of State (G),,96,Second regular,HB 1103,4239L.01T
HB 1105,Allows the Adjutant General to waive the maximum age requirement for a member of the state militia ,7/12/12,2012,"Day, David",148,,,Delivered to Secretary of State (G),,96,Second regular,HB 1105,4772L.01T
HB 1106,Changes the laws regarding certain public officials  ,7/10/12,2012,"Dugger, Tony",144,,,Delivered to Secretary of State (G),,96,Second regular,SS HCS HB 1106,4666S.04T
HB 1108,Requires telecommunications carriers and certain commercial mobile service providers to provide caller location information in certain emergency situations,7/6/12,2012,"Lauer, Jeanie",54,"Riddle, Jeanie",210,Delivered to Secretary of State (G),,96,Second regular,HCS HB 1108,4200L.02T
HB 1112,Allows an insurance company to issue life insurance policies outside of the United States under specified conditions as well as specified unemployment insurance in connection with group life insurance,7/6/12,2012,"Gosen, Don",84,,,Delivered to Secretary of State (G),,96,Second regular,SCS HB 1112,4764S.02T
HB 1128,Designates Vietnam Veterans Day and Veterans of Operation Iraq/ Enduring Freedom Day and authorizes the presentation of specified Missouri National Guard ribbons and an Order of the Minuteman Award,7/6/12,2012,"Largent, Scott",120,,,Delivered to Secretary of State (G),,96,Second regular,SS HB 1128,4771S.03T
HB 1131,Requires the date that services for remuneration were first performed by a newly hired employee to be included on his or her withholding form,7/5/12,2012,"Fisher, Barney",125,,,Delivered to Secretary of State (G),,96,Second regular,HB 1131,4892L.01T
HB 1135,Requires the termination of all administrative rules based on the time of promulgation and allows an agency to repromulgate a rule that is set to terminate,7/13/12,2012,"Smith, Jason",150,"Brattin, Rick",231,Delivered to Secretary of State (G),,96,Second regular,CCR CCS SCS HB 1135,4770H.05T
HB 1141,"Changes the laws regarding the ""Don't Tread on Me"" special license plate ",7/6/12,2012,"Gatschenberger, Chuck",13,"Bahr, Kurt",102,Delivered to Secretary of State (G),,96,Second regular,HB 1141,4675L.03T
HB 1150,"Changes the laws regarding salvage motor vehicle titles, scrap metal operators, and statutory liens",7/10/12,2012,"Smith, Jason",150,"Frederick, Keith",121,Delivered to Secretary of State (G),,96,Second regular,SS SCS HCS HB 1150,4966S.04T
HB 1171,Changes the age when the juvenile court will have jurisdiction over a child involving a traffic violation and authorizes Franklin County to prosecute county order violations in a county municipal court,7/9/12,2012,"Franz, Ward",151,,,Delivered to Secretary of State (G),,96,Second regular,HCS HB 1171,4651L.02T
HB 1172,Changes the laws regarding the Residential Treatment Agency Tax Credit Program and establishes the Developmental Disability Care Provider Tax Credit Program,6/25/12,2012,"Franz, Ward",151,,,Delivered to Secretary of State (G),,96,Second regular,HB 1172,4805L.01T
HB 1179,Prohibits a large water user from conveying water withdrawn or diverted from the Southeast Missouri Regional Water District to a location outside the district if it interferes with another major user,6/18/12,2012,"Hampton, Kent",163,"Richardson, Todd",152,Delivered to Secretary of State (G),,96,Second regular,HB 1179,4114L.01T
HB 1188,Allows a school nurse or other trained employee to administer asthma-related rescue medication to a student experiencing an asthma attack,7/5/12,2012,"Allen, Sue",92,"Richardson, Todd",152,Delivered to Secretary of State (G),,96,Second regular,HB 1188,4141L.01T
HB 1219,Changes the laws regarding unlawful discriminatory employment practices as they relate to the Missouri Human Rights Act and establishes the Whistleblower Protection Act,6/27/12,2012,,,"Diehl, John",89,Delivered to Secretary of State (G),,96,Second regular,HB 1219,5103L.01T
HB 1231,Requires the Commissioner of the Office of Administration or other state purchasing agent to give a preference for forest products and bricks produced in Missouri whenever bids are comparable,7/10/12,2012,"Cauthorn, John",21,"Kelly, Chris",45,Delivered to Secretary of State (G),,96,Second regular,HB 1231,4514L.01T
HB 1236,Changes the laws regarding the Fair Ballot Access Act by repealing the provision which requires a petition to form a new political party to contain the name of a resident of each Congressional district,7/6/12,2012,"Entlicher, Sue",133,"Dugger, Tony",141,Delivered to Secretary of State (G),,96,Second regular,HB 1236,4872L.01T
HB 1250,Changes the laws regarding elections,7/12/12,2012,"Ruzicka, Don",132,"Dugger, Tony",141,Delivered to Secretary of State (G),,96,Second regular,HB 1250,5114L.01T
HB 1251,Changes the laws regarding natural resources,7/10/12,2012,"Ruzicka, Don",132,,,Delivered to Secretary of State (G),,96,Second regular,SS SCS HB 1251,5116S.04T
HB 1280,"Establishes a peer review process for services provided by a licensed architect, landscape architect, professional land surveyor, or professional engineer",7/10/12,2012,"Korman, Bart",99,"Elmer, Kevin",139,Delivered to Secretary of State (G),,96,Second regular,SS SCS HCS HB 1280,4884S.05T
HB 1308,Repeals the requirement that certain irrevocable standby letters of credit possess the highest rating issued by specified nationally recognized agencies to be acceptable collateral for public deposits,7/12/12,2012,"Wells, Don",147,"Crawford, Sandy",228,Delivered to Secretary of State (G),,96,Second regular,HCS HB 1308,5101L.03T
HB 1315,Requires a leave to be granted to state employees and certain other employees who are members of the United States Coast Guard Auxiliary when performing authorized military duties,7/6/12,2012,"McCaherty, John",90,"Scharnhorst, Dwight",98,Delivered to Secretary of State (G),,96,Second regular,HB 1315,5034L.01T
HB 1318,Changes the laws regarding the use of a Social Security number as an employee number and the laws regarding mental health,7/5/12,2012,"Riddle, Jeanie",20,"Houghton, Jay",43,Delivered to Secretary of State (G),,96,Second regular,SS HB 1318,4793S.02T
HB 1323,Establishes the Low-Wage Trap Elimination Act and Sam Pratt's Law and changes the laws regarding child abuse and neglect investigations and unlicensed child care providers,7/10/12,2012,"Black, Linda",107,"Oxford, Jeanette Mott",59,Delivered to Secretary of State (G),,96,Second regular,SCS HCS#2 HB 1323,5196S.09T
HB 1329,Changes the laws regarding motor vehicles,7/12/12,2012,"Silvey, Ryan",38,"Tilley, Steven",106,Delivered to Secretary of State (G),,96,Second regular,SS HCS HB 1329,5214S.07T
HB 1340,"Specifies that the county commission must appoint an interim county official when there is a vacancy in the office of county clerk, collector, or assessor",7/6/12,2012,"Dugger, Tony",144,"Wells, Don",147,Delivered to Secretary of State (G),,96,Second regular,HCS HB 1340,5188L.02T
HB 1400,"Changes the laws regarding the investment of certain public funds, perfection of security interests, Division of Finance examinations, and residential mortgage loan brokers",7/10/12,2012,"Richardson, Todd",154,"Crawford, Sandy",228,Delivered to Secretary of State (G),,96,Second regular,SS SCS HCS HB 1400,4238S.06T
HB 1402,Changes the laws regarding transportation,7/10/12,2012,"Burlison, Eric",136,"Denison, Charlie",135,Delivered to Secretary of State (G),,96,Second regular,CCR CCS SS SCS HCS HB 1402,4948L.17T
HB 1424,"Authorizes the State Highway Patrol to sell surplus watercraft, watercraft motors, and trailers as well as vehicles",7/6/12,2012,"Marshall, Nick",30,"Lasater, Brent",53,Delivered to Secretary of State (G),,96,Second regular,HB 1424,5003L.01T
HB 1460,"Extends the expiration date of the Statewide Court Automation Fund from September 1, 2013, to September 1, 2018, and the Court Automation Committee from September 1, 2015, to September 1, 2020",7/12/12,2012,"Jones, Caleb",117,"Richardson, Todd",152,Delivered to Secretary of State (G),,96,Second regular,SCS HB 1460,5379S.02T
HB 1462,Extends the period of time that a biodiesel producer is eligible to receive payment from the Missouri Qualified Biodiesel Producer Incentive Fund due to a lack of appropriations,7/5/12,2012,"Cauthorn, John",21,"Klippenstein, Glen",5,Delivered to Secretary of State (G),,96,Second regular,HCS#2 HB 1462,5483H.02T
HB 1495,Changes the laws regarding liability for reporting insurance fraud  ,7/12/12,2012,"Nance, Bob",36,"Conway, Kathie",104,Delivered to Secretary of State (G),,96,Second regular,SCS HCS HB 1495,5377S.03T
HB 1498,Changes the laws regarding liquor sales,7/10/12,2012,"Hough, Lincoln",140,"Hinson, Dave",119,Delivered to Secretary of State (G),,96,Second regular,SS SCS HCS HB 1498,5490S.04T
HB 1504,Changes the laws regarding sales taxes  ,7/10/12,2012,"Richardson, Todd",154,,,Delivered to Secretary of State (G),,96,Second regular,SCS HB 1504,5509S.03T
HB 1525,Establishes the Sentencing and Corrections Oversight Commission and changes the laws regarding criminal offenders under the supervision of the Department of Corrections,7/6/12,2012,"Fuhr, Gary",97,"Ellinger, Rory",86,Delivered to Secretary of State (G),,96,Second regular,SCS HCS HB 1525,5562S.08T
HB 1527,Changes the laws regarding property exempt from attachment  ,7/9/12,2012,"Elmer, Kevin",141,"Richardson, Todd",152,Delivered to Secretary of State (G),,96,Second regular,HCS HB 1527,5278L.03T
HB 1540,Changes the laws regarding workers' compensation  ,7/10/12,2012,"Jones, Timothy",89,"Fisher, Barney",125,Delivered to Secretary of State (G),,96,Second regular,HB 1540,5125L.02T
HB 1549,Changes the laws regarding the state's No-call List by allowing a person to place his or her cell phone number on the list and prohibiting telemarketers from sending specified communications,6/14/12,2012,"Richardson, Todd",154,"Long, Thomas",134,Delivered to Secretary of State (G),,96,Second regular,HCS HB 1549,5444L.03T
HB 1563,Changes the laws regarding healthcare services  ,7/12/12,2012,"Sater, David",68,,,Delivered to Secretary of State (G),,96,Second regular,SS SCS HCS HB 1563,5569S.06T
HB 1576,Allows certain state-licensed foster parents to purchase health insurance from the Missouri Consolidated Health Care Plan at the premium rate established for state employees,6/25/12,2012,"Largent, Scott",120,"Torpey, Noel",29,Delivered to Secretary of State (G),,96,Second regular,SS HCS HB 1576,5298S.04T
HB 1577,Requires schools to implement specified criteria regarding the enrollment and educational success of foster care children ,6/25/12,2012,"Largent, Scott",120,"Kirkton, Jeanne",91,Delivered to Secretary of State (G),,96,Second regular,HB 1577,5395L.01T
HB 1608,Repeals provisions and sections of law regarding unfunded and obsolete programs and establishes expiration dates for specified provisions,7/13/12,2012,"McNary, Cole",86,"Rowland, Lyle",155,Delivered to Secretary of State (G),,96,Second regular,HCS HB 1608,4398L.03T
HB 1644,"Changes the laws regarding excursion gambling boat licenses, occupational licenses to work in certain jobs on a gambling boat, and licenses of suppliers of gambling equipment",7/10/12,2012,"Barnes, Jay",114,,,Delivered to Secretary of State (G),,96,Second regular,HCS HB 1644,5678L.02T
HB 1647,Changes the laws regarding public safety,7/10/12,2012,"Riddle, Jeanie",20,"Taylor, Sylvester",80,Delivered to Secretary of State (G),,96,Second regular,SS HCS HB 1647,5603S.03T
